0	30.8
0	30.8
0	30.8
0	30.8
0	30.8
0	30.8
0	30.8
0	30.8
6.91078	5952
88.5147	43977.6
184.037	64240
156.409	103442
152.15	82069.2
114.625	61878.6
99.1222	54561.6
100.016	55053
100.564	54977.4
19.0288	14339.2
0	54.4
0	54.4
0	54.4
0	54.4
0	91.8
0	91.8
0	23.8
0	23.8
0	23.8
0	23.8
0	23.8
0	23.8
0	23.8
0	23.8
0	54.4
51.7149	27219.2
147.204	48352
149.993	81756
151.074	82009.8
116.032	62721
101.548	55549.8
101.533	55598.4
101.728	55517.4
17.2468	14966.4
0	48
0	48
0	48
0	48
0	81
0	81
0	21
0	21
0	21
0	21
0	21
0	21
0	21
0	21
9.33566	7670.4
102.175	44102.4
202.002	64499.2
194.488	105073
154.1	82625.4
116.524	63531
100.385	56003.4
100.369	55954.8
93.139	51742.8
4.10802	12176
0	67.2
0	67.2
0	67.2
0	67.2
0	113.4
0	113.4
0	29.4
0	29.4
0	29.4
0	29.4
0	29.4
0	29.4
0	29.4
0	29.4
4.39261	5168
128.095	48428.8
201.157	63884.8
189.513	102821
153.37	82501.2
118.898	64076.4
99.5438	54486
101.055	55420.2
101.876	55620
16.2006	16156.8
0	22.4
0	22.4
0	22.4
0	156.8
0	610.2
0	21.6
0	5.6
0	5.6
0	5.6
0	5.6
0	5.6
0	5.6
0	5.6
0	5.6
9.91302	7318.4
178.621	66502.4
258.833	80393.6
253.955	131398
207.565	108821
205.364	108265
204.587	108140
206.19	108761
207.438	108680
199.265	61641.6
73.3162	24336
68.4175	23174.4
65.41	22297.6
65.3626	22252.8
33.9909	34300.8
0	81
0	21
0	21
0	21
0	21
0	21
0	21
0	21
0	21
9.58903	7868.8
181.787	66950.4
261.099	80201.6
256.306	131285
208.899	108324
154.807	82387.8
151.203	81399.6
150.815	81275.4
151.796	81183.6
76.9916	34969.6
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
9.66312	7222.4
262.188	64851.2
263.122	80995.2
255.826	131798
211.715	110052
157.87	83975.4
153.609	82647
153.218	82463.4
153.734	82317.6
72.2966	37830.4
0	51.2
0	51.2
0	51.2
0	51.2
0	86.4
0	86.4
0	22.4
0	22.4
0	22.4
0	22.4
0	22.4
0	22.4
0	22.4
0	22.4
10.4367	7590.4
172.134	65052.8
258.75	80342.4
253.076	130356
106.269	56197.8
100.817	54950.4
99.9818	54918
99.4151	54680.4
99.6493	54664.2
99.7485	32460.8
99.807	32534.4
100.107	32617.6
100.3	32611.2
100.8	32611.2
52.968	49852.8
0	54
0	14
0	14
0	14
0	14
0	14
0	14
0	14
0	14
4.83315	6944
143.62	54012.8
201.528	64441.6
205.483	109382
73.1291	39587.4
55.554	39695.4
98.9388	54685.8
99.9731	54966.6
99.7409	55063.8
101.319	35468.8
197.722	64384
202.381	64249.6
202.559	64236.8
205.952	64684.8
91.3626	69843.6
0	43.2
0	11.2
0	11.2
0	11.2
0	11.2
0	11.2
0	11.2
0	11.2
0	11.2
4.10323	5843.2
142.549	53715.2
200.913	64265.6
204.357	108886
66.2541	35791.2
59.333	39387.6
98.6075	54588.6
98.3073	54345.6
97.9423	54329.4
104.196	38480
150.908	48700.8
149.316	48012.8
149.877	48224
151.203	48284.8
109.17	67764.6
0	5.4
0	1.4
0	1.4
0	1.4
0	1.4
0	1.4
0	1.4
0	1.4
0	1.4
3.95827	5827.2
141.213	53235.2
201.399	64336
204.959	109215
74.805	40429.8
58.2261	39241.8
97.9916	54243
99.7957	54918
99.784	54745.2
103.341	35708.8
103.089	33283.2
101.203	32828.8
101.203	32883.2
101.395	32867.2
80.2433	53076.6
0	37.8
0	9.8
0	9.8
0	9.8
0	9.8
0	9.8
0	9.8
0	9.8
0	9.8
0	4211.2
107.714	53913.6
163.286	64809.6
136.855	109420
46.7192	37443.6
37.9277	39074.4
80.9075	54356.4
80.9075	54842.4
80.9277	54831.6
84.5967	37296
133.421	49244.8
131.602	48576
131.432	48588.8
131.892	48489.6
67.9552	69530.4
0	48.6
0	12.6
0	12.6
0	12.6
0	12.6
0	12.6
0	12.6
0	12.6
0	12.6
4.06371	6147.2
110.583	54064
165.338	64819.2
135.935	109431
51.5235	36347.4
57.515	40149
98.761	54685.8
98.8953	54340.2
98.8078	54351
101.517	35939.2
119.444	39526.4
117.042	38707.2
117.215	38851.2
117.875	38883.2
85.1548	57801.6
0	59.4
0	15.4
0	15.4
0	15.4
0	15.4
0	15.4
0	15.4
0	15.4
0	15.4
24.7861	15113.6
195.118	69779.2
257.928	80102.4
264.422	136031
49.4256	38534.4
49.1238	27307.8
50.5206	32481
97.6352	54297
97.9256	54108
99.6608	35817.6
156.989	50864
119.757	38928
119.492	39059.2
120.19	39139.2
86.9224	60064.2
0	118.8
0	30.8
0	30.8
0	30.8
0	30.8
0	30.8
0	30.8
0	30.8
0	30.8
26.7417	16540.8
189.198	68614.4
256.394	80288
261.085	136042
74.6044	38723.4
50.4736	28085.4
54.0337	36828
149.619	82560.6
152.111	82852.2
151.937	48896
151.415	48752
151.377	48678.4
151.589	48828.8
152.194	48732.8
99.903	66117.6
0	59.4
0	15.4
0	15.4
0	15.4
0	15.4
0	15.4
0	15.4
0	15.4
0	15.4
23.508	16700.8
141.901	70640
195.278	80816
140.219	136480
54.6338	39679.2
48.3034	27950.4
46.4835	27351
47.5338	27961.2
47.3227	27923.4
51.9519	22912
167.376	55171.2
169.59	54982.4
169.31	54704
171.172	54976
123.195	76042.8
0	91.8
0	23.8
0	23.8
0	23.8
0	23.8
0	23.8
0	23.8
0	23.8
0	23.8
18.8293	14921.6
190.918	68838.4
256.394	80393.6
259.234	135378
77.0157	40208.4
49.3681	27405
