23.22	357.2	3705.56	50008
23	0	0	0
22.9433	0	0	0
22.9194	0	0	0
22.9174	0	0	0
22.9045	0	0	0
22.8806	0	0	0
22.8786	0	0	0
22.802	357.2	3054.44	114304
22.3947	357.2	3088.96	114304
22.3363	357.2	3119.8	114304
22.2628	357.2	3143.14	192888
22.1289	0	0	0
22.2152	0	0	0
22.2164	0	0	0
22.1898	0	0	0
22.2046	0	0	0
22.4128	357.2	3123.07	114304
22.1571	357.2	3170.12	114304
21.9983	357.2	3241.21	114304
21.8058	357.2	3302.71	114304
21.5965	102.74	805.556	32876.9
21.5965	0	0	0
21.5965	-20.755	-161.111	-11207.7
21.5965	0	0	0
21.6328	0	0	0
21.6306	0	0	0
21.6042	0	0	0
21.5657	0	0	0
21.5635	0	0	0
21.5613	0	0	0
21.535	0	0	0
21.535	0	0	0
21.3197	0	0	0
21.4944	0	0	0
21.5888	0	0	0
21.6969	0	0	0
21.8275	0	0	0
21.8052	0	0	0
21.7969	0	0	0
21.8007	0	0	0
22.0109	357.2	3252.35	114304
21.7191	357.2	3326.52	114304
21.5322	0	0	0
21.6069	0	0	0
21.6333	141.177	1127.78	45176.7
21.6333	-41.608	-322.222	-22468.3
21.6333	0	0	0
21.6333	0	0	0
21.6575	0	0	0
21.6673	0	0	0
21.6168	0	0	0
21.5783	0	0	0
21.6003	0	0	0
21.5981	0	0	0
21.5597	0	0	0
21.4872	0	0	0
21.3131	0	0	0
21.4665	0	0	0
21.5938	0	0	0
21.7285	0	0	0
21.8368	0	0	0
21.827	0	0	0
21.8301	0	0	0
21.9299	0	0	0
22.0469	357.2	3229.13	114304
21.8382	357.2	3288.7	114304
21.6541	0	0	0
21.7047	357.2	3333.12	114304
21.5052	82.5342	644.444	26410.9
21.5052	-82.5342	-644.444	-44568.5
21.5052	102.133	805.556	55151.6
21.5052	0	0	0
21.5294	0	0	0
21.4909	0	0	0
21.4404	0	0	0
21.4261	0	0	0
21.436	0	0	0
21.4217	0	0	0
21.3832	0	0	0
21.3349	0	0	0
21.1099	0	0	0
21.2659	0	0	0
21.513	0	0	0
21.5718	0	0	0
21.7277	0	0	0
21.6585	0	0	0
21.6852	0	0	0
21.7249	0	0	0
21.9361	357.2	3268.18	114304
21.6896	357.2	3332.11	114304
21.5265	0	0	0
21.5529	0	0	0
21.6034	-20.7642	-161.111	-6644.56
21.6034	20.7642	161.111	11212.7
21.6034	102.786	805.556	55504.6
21.6034	0	0	0
21.6034	0	0	0
21.5529	0	0	0
21.5144	0	0	0
21.5122	0	0	0
21.51	0	0	0
21.4957	0	0	0
21.4573	0	0	0
21.421	0	0	0
21.1022	0	0	0
21.3003	0	0	0
21.5243	0	0	0
21.6003	0	0	0
21.6712	0	0	0
21.7212	0	0	0
21.7227	0	0	0
21.7699	0	0	0
21.9436	357.2	3235.98	114304
21.8954	357.2	3278.93	114304
21.6601	357.2	3338.34	114304
21.5171	0	0	0
21.5676	273.422	2394.78	87495
21.5676	10.4012	80.8889	5616.63
21.5676	102.548	805.556	55375.9
21.5676	0	0	0
21.4741	0	0	0
21.4929	0	0	0
21.5149	0	0	0
21.4885	0	0	0
21.438	0	0	0
21.4116	0	0	0
21.3973	0	0	0
21.3159	0	0	0
21.0272	0	0	0
21.2231	0	0	0
21.4371	0	0	0
21.5157	0	0	0
21.6693	0	0	0
21.69	0	0	0
21.7265	0	0	0
21.7739	0	0	0
22.0921	357.2	3223.87	114304
21.8285	357.2	3283.58	114304
21.6969	357.2	3332.39	114304
21.5175	0	0	0
21.5991	182.738	1500	58476
21.5991	177.245	1450	95712.4
21.5991	41.517	322.222	22419.2
21.5991	0	0	0
21.5266	0	0	0
21.5486	0	0	0
21.5705	0	0	0
21.5563	0	0	0
21.4936	0	0	0
21.4794	0	0	0
21.4771	0	0	0
21.4167	0	0	0
21.0945	0	0	0
21.3745	0	0	0
21.5771	0	0	0
21.6648	0	0	0
21.819	0	0	0
21.8406	0	0	0
21.8777	0	0	0
21.9257	0	0	0
22.2099	357.2	3167.14	114304
21.9711	357.2	3238.08	114304
21.8539	357.2	3284.09	114304
21.6682	357.2	3339.07	114304
21.5045	210.532	1772.22	67370.1
21.5045	102.128	805.556	55149.2
21.5045	61.8979	483.333	33424.9
21.5045	0	0	0
21.4079	0	0	0
21.4298	0	0	0
21.4639	0	0	0
21.4375	0	0	0
21.3991	0	0	0
21.3727	0	0	0
21.3705	0	0	0
21.3101	0	0	0
20.9987	0	0	0
21.2102	0	0	0
21.4107	0	0	0
21.6433	0	0	0
21.6519	0	0	0
21.7179	0	0	0
21.7208	0	0	0
21.7597	0	0	0
21.8975	357.2	3265.77	114304
21.7441	357.2	3313.87	114304
21.5871	0	0	0
21.6667	357.2	3336.77	114304
21.5203	336.943	3127.67	107822
21.5203	-14.4006	-112.333	-7776.31
21.5203	102.233	805.556	55205.9
21.5203	0	0	0
21.4116	0	0	0
21.4819	0	0	0
21.5038	0	0	0
21.4654	0	0	0
21.4632	0	0	0
21.4489	0	0	0
21.4346	0	0	0
21.3017	0	0	0
21.1856	0	0	0
21.4104	0	0	0
21.5603	357.2	3332.21	192888
21.6553	0	0	0
21.5244	0	0	0
21.5536	0	0	0
21.5551	0	0	0
21.5815	0	0	0
21.5376	0	0	0
21.5815	0	0	0
21.7297	357.2	3316.66	114304
21.5838	0	0	0
21.699	357.2	3280.68	114304
21.8452	-85.0565	-649.889	-45930.5
21.8452	21.086	161.111	11386.4
21.8452	0	0	0
21.7365	0	0	0
21.7705	0	0	0
21.8166	0	0	0
21.7903	0	0	0
21.7397	0	0	0
21.7254	0	0	0
21.6991	0	0	0
21.5903	0	0	0
21.4497	0	0	0
21.6622	357.2	3330.72	114304
21.5627	357.2	3335.31	192888
21.6335	0	0	0
21.5234	0	0	0
21.5426	0	0	0
21.5564	0	0	0
21.5822	0	0	0
21.5376	0	0	0
21.6799	357.2	3335.65	114304
21.5141	0	0	0
21.6338	0	0	0
21.7417	357.2	3281.87	114304
21.7949	-4.63867	-35.5556	-2504.88
21.7949	21.019	161.111	11350.3
21.7949	0	0	0
21.7103	0	0	0
21.7322	0	0	0
21.7542	0	0	0
21.7399	0	0	0
21.6773	0	0	0
21.663	0	0	0
21.6608	0	0	0
21.54	0	0	0
21.3872	0	0	0
21.599	0	0	0
21.7257	357.2	3283.38	192888
21.801	0	0	0
21.6351	0	0	0
21.6902	0	0	0
21.7039	0	0	0
21.7065	0	0	0
21.7235	357.2	3312.39	114304
21.6171	0	0	0
21.6984	357.2	3330.33	114304
21.5289	0	0	0
21.6092	283.212	2490.22	90627.9
21.6092	93.0384	725.111	50240.7
21.6092	0	0	0
21.6092	0	0	0
21.5367	0	0	0
21.5587	0	0	0
21.5686	0	0	0
21.5422	0	0	0
21.4796	0	0	0
21.4774	0	0	0
21.4752	0	0	0
21.3181	0	0	0
21.1995	0	0	0
21.3683	0	0	0
21.4964	0	0	0
21.7417	0	0	0
21.6215	0	0	0
21.6175	0	0	0
21.6463	0	0	0
21.6508	0	0	0
21.5774	0	0	0
21.7052	357.2	3327.07	114304
21.5426	0	0	0
21.6526	0	0	0
21.7273	357.2	3290.04	114304
21.7563	-21.4015	-164.444	-11556.8
21.7563	20.9677	161.111	11322.6
21.7563	0	0	0
21.6717	0	0	0
21.6937	0	0	0
21.7157	0	0	0
21.6893	0	0	0
21.6508	0	0	0
21.6366	0	0	0
21.6102	0	0	0
21.4652	0	0	0
21.3702	0	0	0
21.5336	0	0	0
21.6735	357.2	3306.14	192888
21.7069	0	0	0
21.5893	0	0	0
21.6079	0	0	0
21.6223	0	0	0
21.6609	0	0	0
21.6676	357.2	3330.76	114304
21.557	0	0	0
21.6358	357.2	3341.31	114304
21.523	0	0	0
21.6245	357.2	3321.9	114304
21.6559	35.6622	275.778	19257.6
21.6559	20.8341	161.111	11250.4
21.6559	0	0	0
21.5955	0	0	0
21.6295	0	0	0
21.6394	0	0	0
21.6251	0	0	0
21.5746	0	0	0
21.5603	0	0	0
21.546	0	0	0
21.3406	0	0	0
21.2362	0	0	0
21.4192	0	0	0
21.5829	357.2	3301.37	192888
21.828	0	0	0
21.6487	0	0	0
21.6265	0	0	0
21.6632	0	0	0
21.6888	0	0	0
21.6927	357.2	3316.78	114304
21.6201	0	0	0
21.72	357.2	3323.66	114304
21.5493	0	0	0
21.6519	352.201	3272.67	112704
21.6519	78.7325	609	42515.5
21.6519	0	0	0
21.6519	0	0	0
21.5794	0	0	0
21.6255	0	0	0
21.6475	0	0	0
21.6332	0	0	0
21.5826	0	0	0
21.5684	0	0	0
21.5782	0	0	0
21.3849	0	0	0
21.2804	0	0	0
21.4603	0	0	0
21.622	357.2	3297.07	192888
21.8164	0	0	0
21.7347	0	0	0
21.6285	0	0	0
21.6671	0	0	0
21.6979	0	0	0
21.8169	357.2	3295.66	114304
21.6305	357.2	3345.76	114304
21.5006	0	0	0
21.6214	0	0	0
21.7062	357.2	3287.19	114304
21.7958	28.3992	217.667	15335.5
21.7958	21.0203	161.111	11351
